"Girokonto";"DE02120300000000202051"

"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
"27.05.26";"27.05.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00432";"Ausgang";"DE02120300000000202051";"-87,42";"";"";""
"27.05.26";"27.05.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00436";"Ausgang";"DE02120300000000202051";"-49,98";"";"";""
"28.05.26";"28.05.26";"Gebucht";"Acme Software GmbH";"Max Mustermann";"GEHALT 05/2026 REF00422";"Eingang";"DE02120300000000202051";"2850,00";"";"";""
"01.06.26";"01.06.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00462";"Ausgang";"DE02120300000000202051";"-45,84";"";"";""
"01.06.26";"01.06.26";"Gebucht";"Max Mustermann";"Wohnbau Hanau GmbH";"MIETE BERGSTRASSE 3 06/2026 REF00443";"Ausgang";"DE02120300000000202051";"-980,00";"";"";""
"02.06.26";"02.06.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00456";"Ausgang";"DE02120300000000202051";"-35,68";"";"";""
"03.06.26";"03.06.26";"Gebucht";"Max Mustermann";"Stadtwerke Hanau";"ABSCHLAG STROM GAS 06/2026 REF00444";"Ausgang";"DE02120300000000202051";"-128,00";"";"";""
"03.06.26";"03.06.26";"Gebucht";"Max Mustermann";"dm-drogerie markt";"EINKAUF DROGERIE REF00465";"Ausgang";"DE02120300000000202051";"-39,07";"";"";""
"04.06.26";"04.06.26";"Gebucht";"Max Mustermann";"McDonalds Deutschland";"BESTELLUNG DANKE REF00461";"Ausgang";"DE02120300000000202051";"-35,82";"";"";""
"07.06.26";"07.06.26";"Gebucht";"Max Mustermann";"Spotify AB";"SPOTIFY PREMIUM 06/2026 REF00446";"Ausgang";"DE02120300000000202051";"-10,99";"";"";""
"08.06.26";"08.06.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00455";"Ausgang";"DE02120300000000202051";"-82,47";"";"";""
"09.06.26";"09.06.26";"Gebucht";"Max Mustermann";"Geldautomat Sparkasse";"BARGELDAUSZAHLUNG REF00464";"Ausgang";"DE02120300000000202051";"-100,00";"";"";""
"11.06.26";"11.06.26";"Gebucht";"Max Mustermann";"ALDI SUED";"KARTENZAHLUNG DANKE REF00452";"Ausgang";"DE02120300000000202051";"-56,02";"";"";""
