"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE02120300000000202051";"25.12.25";"25.12.25";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00313";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-32,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.12.25";"25.12.25";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 12/2025 REF00296";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.12.25";"26.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00302";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-93,59";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.12.25";"27.12.25";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 12/2025 REF00298";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.12.25";"28.12.25";"GUTSCHR. UEBERWEISUNG";"GEHALT 12/2025 REF00290";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.12.25";"28.12.25";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00301";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-67,53";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.01.26";"01.01.26";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 01/2026 REF00318";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.01.26";"02.01.26";"FOLGELASTSCHRIFT";"FAHRKARTE DEUTSCHE BAHN REF00342";"";"";"";"";"";"";"DB Vertrieb GmbH";"DE02120300000000202051";"HELADEF1HAN";"-78,33";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.01.26";"03.01.26";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 01/2026 REF00319";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.01.26";"04.01.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00340";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-51,46";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.01.26";"07.01.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00338";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-46,67";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.01.26";"07.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00326";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-15,45";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.01.26";"07.01.26";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 01/2026 REF00321";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.01.26";"10.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00330";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-27,28";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.01.26";"10.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00331";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-65,76";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.01.26";"10.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00335";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,87";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.01.26";"12.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00334";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-69,15";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.01.26";"12.01.26";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00341";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-33,33";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.01.26";"14.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00333";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-94,71";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.01.26";"15.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00329";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-76,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.01.26";"15.01.26";"FOLGELASTSCHRIFT";"NETFLIX ABO 01/2026 REF00320";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.01.26";"16.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00327";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-56,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.01.26";"16.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00332";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-56,15";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.01.26";"18.01.26";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 01/2026 REF00324";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.01.26";"20.01.26";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 01/2026 REF00322";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.01.26";"23.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00328";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-49,42";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.01.26";"24.01.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00339";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-39,07";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.01.26";"24.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00336";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-24,75";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.01.26";"24.01.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00337";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-54,62";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.01.26";"25.01.26";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 01/2026 REF00323";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.01.26";"27.01.26";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 01/2026 REF00325";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.01.26";"28.01.26";"GUTSCHR. UEBERWEISUNG";"GEHALT 01/2026 REF00317";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.02.26";"01.02.26";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 02/2026 REF00344";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.02.26";"03.02.26";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 02/2026 REF00345";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.02.26";"03.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00359";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-94,47";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.02.26";"04.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00353";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-83,93";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.02.26";"05.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00358";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-20,98";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.02.26";"06.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00355";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-92,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.02.26";"06.02.26";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00367";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-81,76";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.02.26";"07.02.26";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 02/2026 REF00347";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.02.26";"08.02.26";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00369";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-16,52";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.02.26";"10.02.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00363";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-38,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.02.26";"13.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00357";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-50,78";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.02.26";"15.02.26";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00368";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.02.26";"15.02.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00361";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-55,33";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.02.26";"15.02.26";"FOLGELASTSCHRIFT";"NETFLIX ABO 02/2026 REF00346";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.02.26";"16.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00354";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-49,65";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.02.26";"18.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00360";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-74,51";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.02.26";"18.02.26";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 02/2026 REF00350";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.02.26";"20.02.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00364";"";"";"";"";"";"";"Lieferando.de";"DE02120300000000202051";"HELADEF1HAN";"-57,97";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.02.26";"20.02.26";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 02/2026 REF00348";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.02.26";"21.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00352";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-83,56";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.02.26";"22.02.26";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00366";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-20,55";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.02.26";"25.02.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00365";"";"";"";"";"";"";"Pizzeria Bella Italia";"DE02120300000000202051";"HELADEF1HAN";"-19,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.02.26";"25.02.26";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 02/2026 REF00349";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.02.26";"27.02.26";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 02/2026 REF00351";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.02.26";"28.02.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00362";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-39,01";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.02.26";"28.02.26";"GUTSCHR. UEBERWEISUNG";"GEHALT 02/2026 REF00343";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.02.26";"28.02.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00356";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-49,56";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.03.26";"01.03.26";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 03/2026 REF00371";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.03.26";"03.03.26";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 03/2026 REF00372";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.03.26";"06.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00385";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-76,96";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.03.26";"07.03.26";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 03/2026 REF00374";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.03.26";"14.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00382";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-17,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.03.26";"15.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00386";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-18,82";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.03.26";"15.03.26";"FOLGELASTSCHRIFT";"NETFLIX ABO 03/2026 REF00373";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.03.26";"17.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00388";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-54,98";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.03.26";"18.03.26";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 03/2026 REF00377";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.03.26";"20.03.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00389";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-11,03";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.03.26";"20.03.26";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 03/2026 REF00375";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.03.26";"21.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00383";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-20,96";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.03.26";"22.03.26";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00391";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.03.26";"22.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00380";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-28,31";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.03.26";"23.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00379";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-82,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.03.26";"23.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00387";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-43,02";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.03.26";"24.03.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00390";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-25,44";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.03.26";"25.03.26";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00392";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-31,89";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.03.26";"25.03.26";"FOLGELASTSCHRIFT";"SPARPLAN ETF MSCI WORLD 03/2026 REF00376";"";"";"";"";"";"";"Trade Republic Bank GmbH";"DE02120300000000202051";"HELADEF1HAN";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.03.26";"26.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00381";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-76,84";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.03.26";"27.03.26";"FOLGELASTSCHRIFT";"ENTGELT KONTOFUEHRUNG 03/2026 REF00378";"";"";"";"";"";"";"Sparkasse Hanau";"DE02120300000000202051";"HELADEF1HAN";"-4,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.03.26";"27.03.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00384";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-20,37";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.03.26";"28.03.26";"GUTSCHR. UEBERWEISUNG";"GEHALT 03/2026 REF00370";"";"";"";"";"";"";"Acme Software GmbH";"DE02120300000000202051";"HELADEF1HAN";"2850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.04.26";"01.04.26";"FOLGELASTSCHRIFT";"BARGELDAUSZAHLUNG REF00419";"";"";"";"";"";"";"Geldautomat Sparkasse";"DE02120300000000202051";"HELADEF1HAN";"-150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.04.26";"01.04.26";"FOLGELASTSCHRIFT";"MIETE BERGSTRASSE 3 04/2026 REF00394";"";"";"";"";"";"";"Wohnbau Hanau GmbH";"DE02120300000000202051";"HELADEF1HAN";"-980,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.04.26";"03.04.26";"FOLGELASTSCHRIFT";"ABSCHLAG STROM GAS 04/2026 REF00395";"";"";"";"";"";"";"Stadtwerke Hanau";"DE02120300000000202051";"HELADEF1HAN";"-128,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.04.26";"04.04.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00412";"";"";"";"";"";"";"McDonalds Deutschland";"DE02120300000000202051";"HELADEF1HAN";"-58,48";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.04.26";"06.04.26";"FOLGELASTSCHRIFT";"EINKAUF DROGERIE REF00420";"";"";"";"";"";"";"dm-drogerie markt";"DE02120300000000202051";"HELADEF1HAN";"-17,43";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.04.26";"07.04.26";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00417";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"DE02120300000000202051";"HELADEF1HAN";"-44,72";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.04.26";"07.04.26";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM 04/2026 REF00397";"";"";"";"";"";"";"Spotify AB";"DE02120300000000202051";"HELADEF1HAN";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.04.26";"09.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00404";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-23,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.04.26";"10.04.26";"FOLGELASTSCHRIFT";"HAFTPFLICHT JAHRESBEITRAG 2026 REF00421";"";"";"";"";"";"";"HUK-COBURG Versicherung";"DE02120300000000202051";"HELADEF1HAN";"-89,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.04.26";"10.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00409";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-65,64";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.04.26";"10.04.26";"FOLGELASTSCHRIFT";"ONLINE EINKAUF REF00418";"";"";"";"";"";"";"MediaMarkt";"DE02120300000000202051";"HELADEF1HAN";"-66,96";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.04.26";"11.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00407";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-66,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.04.26";"11.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00408";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-43,81";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.04.26";"14.04.26";"FOLGELASTSCHRIFT";"BESTELLUNG DANKE REF00415";"";"";"";"";"";"";"Cafe Central";"DE02120300000000202051";"HELADEF1HAN";"-11,76";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.04.26";"15.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00411";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-15,66";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.04.26";"15.04.26";"FOLGELASTSCHRIFT";"NETFLIX ABO 04/2026 REF00396";"";"";"";"";"";"";"NETFLIX INTERNATIONAL B.V.";"DE02120300000000202051";"HELADEF1HAN";"-13,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.04.26";"16.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00403";"";"";"";"";"";"";"ALDI SUED";"DE02120300000000202051";"HELADEF1HAN";"-53,15";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.04.26";"16.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00406";"";"";"";"";"";"";"LIDL Dienstleistung";"DE02120300000000202051";"HELADEF1HAN";"-38,27";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.04.26";"18.04.26";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 04/2026 REF00400";"";"";"";"";"";"";"Telekom Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.04.26";"19.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00402";"";"";"";"";"";"";"EDEKA Center";"DE02120300000000202051";"HELADEF1HAN";"-11,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.04.26";"20.04.26";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG FITNESS 04/2026 REF00398";"";"";"";"";"";"";"FitX Deutschland GmbH";"DE02120300000000202051";"HELADEF1HAN";"-29,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.04.26";"21.04.26";"FOLGELASTSCHRIFT";"KARTENZAHLUNG DANKE REF00405";"";"";"";"";"";"";"REWE Markt GmbH";"DE02120300000000202051";"HELADEF1HAN";"-78,84";"EUR";"Umsatz gebucht"
